date,blocks,bounce_drops,bounces,clicks,deferred,delivered,invalid_emails,opens,processed,requests,spam_report_drops,spam_reports,unique_clicks,unique_opens,unsubscribe_drops,unsubscribes
2016-11-19,65,91,147,4651,10465,59959,36,21114,60166,60296,3,48,2992,12918,0,0
2016-11-19,65,91,147,4651,10465,59959,36,21114,60166,60296,3,48,2992,12918,0,0
2016-11-20,64,88,147,5303,11729,60396,47,28975,60607,60746,4,38,3418,13996,0,0
2016-11-20,64,88,147,5303,11729,60396,47,28975,60607,60746,4,38,3418,13996,0,0
2016-11-21,73,96,172,5307,13152,58790,36,29242,59011,59147,4,55,3424,14826,0,0
2016-11-21,73,96,172,5307,13152,58790,36,29242,59011,59147,4,55,3424,14826,0,0
2016-11-22,62,84,145,4821,8431,52639,37,22904,52831,52957,5,44,2965,13265,0,0
2016-11-22,62,84,145,4821,8431,52639,37,22904,52831,52957,5,44,2965,13265,0,0
2016-11-23,91,82,131,4076,9517,62689,36,20351,62887,63012,7,35,2707,12297,0,0
2016-11-23,91,82,131,4076,9517,62689,36,20351,62887,63012,7,35,2707,12297,0,0
2016-11-24,56,66,102,4508,10881,61307,33,20374,61444,61548,5,27,2984,12871,0,0
2016-11-24,56,66,102,4508,10881,61307,33,20374,61444,61548,5,27,2984,12871,0,0
2016-11-25,59,77,133,4828,11632,58981,39,21649,59151,59271,4,23,2982,13301,0,0
2016-11-25,59,77,133,4828,11632,58981,39,21649,59151,59271,4,23,2982,13301,0,0
2016-11-26,75,63,144,4432,52158,56470,29,24088,56646,56740,2,23,2810,12741,0,0
2016-11-26,75,63,144,4432,52158,56470,29,24088,56646,56740,2,23,2810,12741,0,0
2016-11-27,56,117,146,4621,50892,60091,68,20965,60303,60493,5,32,2964,13001,0,0
2016-11-27,56,117,146,4621,50892,60091,68,20965,60303,60493,5,32,2964,13001,0,0
2016-11-28,53,97,150,5306,40143,61949,46,24733,62163,62311,5,44,3371,15209,0,0
2016-11-28,53,97,150,5306,40143,61949,46,24733,62163,62311,5,44,3371,15209,0,0
2016-11-29,64,96,157,5014,30380,58850,50,33508,59059,59209,4,42,3235,14043,0,0
2016-11-29,64,96,157,5014,30380,58850,50,33508,59059,59209,4,42,3235,14043,0,0
2016-11-30,71,103,176,5201,9098,59036,59,34609,59273,59442,7,43,3360,14046,0,0
2016-11-30,71,103,176,5201,9098,59036,59,34609,59273,59442,7,43,3360,14046,0,0
2016-12-01,70,109,147,5387,11861,59957,44,23598,60168,60324,3,35,3414,14314,0,0
2016-12-01,70,109,147,5387,11861,59957,44,23598,60168,60324,3,35,3414,14314,0,0
2016-12-02,83,82,128,5468,11018,55750,38,22740,55946,56069,3,20,3320,13968,0,0
2016-12-02,83,82,128,5468,11018,55750,38,22740,55946,56069,3,20,3320,13968,0,0
2016-12-03,86,83,140,5292,11214,58667,41,25396,58867,58996,5,30,3235,12952,0,0
2016-12-03,86,83,140,5292,11214,58667,41,25396,58867,58996,5,30,3235,12952,0,0
2016-12-04,79,91,151,5593,10066,56576,35,23950,56775,56905,4,32,3663,14912,0,0
2016-12-04,79,91,151,5593,10066,56576,35,23950,56775,56905,4,32,3663,14912,0,0
2016-12-05,75,102,198,5763,9502,51867,44,40300,52115,52273,12,52,3541,15460,0,0
2016-12-05,75,102,198,5763,9502,51867,44,40300,52115,52273,12,52,3541,15460,0,0
2016-12-06,75,96,115,4848,7962,52011,40,22156,52183,52327,8,57,3170,13833,0,0
2016-12-06,75,96,115,4848,7962,52011,40,22156,52183,52327,8,57,3170,13833,0,0
2016-12-07,49,107,97,5053,8212,56661,42,22078,56797,56951,5,70,3245,13610,0,0
2016-12-07,49,107,97,5053,8212,56661,42,22078,56797,56951,5,70,3245,13610,0,0
2016-12-08,150,128,111,5390,10121,57174,38,23816,57353,57522,3,37,3491,14643,0,0
2016-12-08,150,128,111,5390,10121,57174,38,23816,57353,57522,3,37,3491,14643,0,0
2016-12-09,68,106,111,5299,14485,56693,43,22962,56867,57021,5,22,3410,14210,0,0
2016-12-09,68,106,111,5299,14485,56693,43,22962,56867,57021,5,22,3410,14210,0,0
2016-12-10,58,92,88,4863,15616,57356,38,24651,57476,57614,8,26,3167,12709,0,0
2016-12-10,58,92,88,4863,15616,57356,38,24651,57476,57614,8,26,3167,12709,0,0
2016-12-11,82,121,80,5028,13664,55153,36,24247,55282,55444,5,44,3255,13298,0,0
2016-12-11,82,121,80,5028,13664,55153,36,24247,55282,55444,5,44,3255,13298,0,0
2016-12-12,51,103,100,5439,11598,53407,35,25026,53542,53684,4,41,3447,15125,0,0
2016-12-12,51,103,100,5439,11598,53407,35,25026,53542,53684,4,41,3447,15125,0,0
2016-12-13,70,113,80,5247,11418,50048,56,23675,50160,50337,8,25,3349,14344,0,0
2016-12-13,70,113,80,5247,11418,50048,56,23675,50160,50337,8,25,3349,14344,0,0
2016-12-14,71,87,85,4762,11377,53121,46,36401,53243,53378,2,29,3086,13709,0,0
2016-12-14,71,87,85,4762,11377,53121,46,36401,53243,53378,2,29,3086,13709,0,0
2016-12-15,52,99,110,5208,40436,53862,33,24583,54015,54153,6,49,3398,14369,0,0
2016-12-15,52,99,110,5208,40436,53862,33,24583,54015,54153,6,49,3398,14369,0,0
2016-12-16,61,104,90,5164,21105,54153,43,26039,54277,54428,4,38,3393,14628,0,0
2016-12-16,61,104,90,5164,21105,54153,43,26039,54277,54428,4,38,3393,14628,0,0
2016-12-17,44,85,101,4911,15130,52600,30,21387,52722,52840,3,35,3135,13167,0,0
2016-12-17,44,85,101,4911,15130,52600,30,21387,52722,52840,3,35,3135,13167,0,0
2016-12-18,62,131,91,4845,9989,53967,38,21405,54110,54286,7,30,3138,13040,0,0
2016-12-18,62,131,91,4845,9989,53967,38,21405,54110,54286,7,30,3138,13040,0,0
2016-12-19,60,92,117,5520,8173,50695,42,29796,50855,50999,10,39,3586,15302,0,0
2016-12-19,60,92,117,5520,8173,50695,42,29796,50855,50999,10,39,3586,15302,0,0
2016-12-20,55,96,97,4759,7340,50557,39,22640,50699,50843,9,24,3093,13847,0,0
2016-12-20,55,96,97,4759,7340,50557,39,22640,50699,50843,9,24,3093,13847,0,0
2016-12-21,62,99,111,4781,16485,55095,36,22674,55247,55393,11,26,3098,13616,0,0
2016-12-21,62,99,111,4781,16485,55095,36,22674,55247,55393,11,26,3098,13616,0,0
2016-12-22,69,134,115,4966,9049,55817,51,21963,55997,56190,8,33,3196,13256,0,0
2016-12-22,69,134,115,4966,9049,55817,51,21963,55997,56190,8,33,3196,13256,0,0
2016-12-23,57,86,86,4923,15867,56726,35,22320,56848,56975,6,29,3149,13885,0,0
2016-12-23,57,86,86,4923,15867,56726,35,22320,56848,56975,6,29,3149,13885,0,0
2016-12-24,92,60,63,4827,15190,55393,28,23289,55490,55580,2,14,3082,13552,0,0
2016-12-24,92,60,63,4827,15190,55393,28,23289,55490,55580,2,14,3082,13552,0,0
2016-12-25,42,98,59,4304,9250,54540,37,24671,54623,54763,5,12,2758,12135,0,0
2016-12-25,42,98,59,4304,9250,54540,37,24671,54623,54763,5,12,2758,12135,0,0
2016-12-26,64,114,113,4924,8893,51468,42,24036,51637,51797,4,34,3223,14259,0,0
2016-12-26,64,114,113,4924,8893,51468,42,24036,51637,51797,4,34,3223,14259,0,0
2016-12-27,65,109,105,4967,10163,50817,32,25358,50960,51109,8,33,3202,14730,0,0
2016-12-27,65,109,105,4967,10163,50817,32,25358,50960,51109,8,33,3202,14730,0,0
2016-12-28,58,146,133,4823,11388,58092,32,23457,58272,58462,12,15,3186,14047,0,0
2016-12-28,58,146,133,4823,11388,58092,32,23457,58272,58462,12,15,3186,14047,0,0
2016-12-29,78,123,112,5493,10889,60588,55,26922,60754,60939,7,27,3530,14655,0,0
2016-12-29,78,123,112,5493,10889,60588,55,26922,60754,60939,7,27,3530,14655,0,0
2016-12-30,58,149,124,5709,14636,62289,52,24708,62461,62668,6,22,3631,14886,0,0
2016-12-30,58,149,124,5709,14636,62289,52,24708,62461,62668,6,22,3631,14886,0,0
2016-12-31,59,102,125,5257,17239,62527,67,23198,62704,62880,7,27,3413,14291,0,0
2016-12-31,59,102,125,5257,17239,62527,67,23198,62704,62880,7,27,3413,14291,0,0
2017-01-01,64,133,118,5069,10870,63466,45,23362,63644,63830,8,27,3312,13736,0,0
2017-01-01,64,133,118,5069,10870,63466,45,23362,63644,63830,8,27,3312,13736,0,0
2017-01-02,75,157,176,6308,16354,62933,77,31085,63151,63388,3,43,3997,16895,0,0
2017-01-02,75,157,176,6308,16354,62933,77,31085,63151,63388,3,43,3997,16895,0,0
2017-01-03,59,168,150,5964,12417,60895,68,30865,61094,61343,13,62,3812,16364,0,0
2017-01-03,59,168,150,5964,12417,60895,68,30865,61094,61343,13,62,3812,16364,0,0
2017-01-04,64,141,195,5616,18357,65610,77,27815,65852,66079,9,27,3660,15686,0,0
2017-01-04,64,141,195,5616,18357,65610,77,27815,65852,66079,9,27,3660,15686,0,0
2017-01-05,57,148,170,5782,11743,69108,74,25207,69326,69555,7,24,3814,15581,0,0
2017-01-05,57,148,170,5782,11743,69108,74,25207,69326,69555,7,24,3814,15581,0,0
2017-01-06,70,154,143,6524,16991,68622,64,27009,68816,69051,17,30,4163,16603,0,0
2017-01-06,70,154,143,6524,16991,68622,64,27009,68816,69051,17,30,4163,16603,0,0
2017-01-07,85,190,157,5897,19011,67546,72,26558,67775,68044,7,24,3874,15908,0,0
2017-01-07,85,190,157,5897,19011,67546,72,26558,67775,68044,7,24,3874,15908,0,0
2017-01-08,73,189,187,6325,11916,68277,85,27195,68521,68804,9,35,4058,16155,0,0
2017-01-08,73,189,187,6325,11916,68277,85,27195,68521,68804,9,35,4058,16155,0,0
2017-01-09,63,148,196,6634,14941,65405,76,30448,65655,65883,4,31,4235,17659,0,0
2017-01-09,63,148,196,6634,14941,65405,76,30448,65655,65883,4,31,4235,17659,0,0
2017-01-10,88,207,187,5845,10285,65213,74,26080,65467,65763,15,18,3709,15540,0,0
2017-01-10,88,207,187,5845,10285,65213,74,26080,65467,65763,15,18,3709,15540,0,0
2017-01-11,88,172,199,5383,12835,71607,67,26454,71878,72125,8,30,3548,15520,0,0
2017-01-11,88,172,199,5383,12835,71607,67,26454,71878,72125,8,30,3548,15520,0,0
2017-01-12,80,177,162,6264,18337,72354,80,38103,72583,72853,13,30,4137,16969,0,0
2017-01-12,80,177,162,6264,18337,72354,80,38103,72583,72853,13,30,4137,16969,0,0
2017-01-13,82,190,157,6203,22481,75443,67,26222,75671,75935,7,85,4047,15941,0,0
2017-01-13,82,190,157,6203,22481,75443,67,26222,75671,75935,7,85,4047,15941,0,0
2017-01-14,96,136,163,6007,22161,77589,71,26592,77819,78029,3,40,3947,15537,0,0
2017-01-14,96,136,163,6007,22161,77589,71,26592,77819,78029,3,40,3947,15537,0,0
2017-01-15,80,223,170,6367,15894,77859,55,28821,78091,78374,5,28,4158,16945,0,0
2017-01-15,80,223,170,6367,15894,77859,55,28821,78091,78374,5,28,4158,16945,0,0
2017-01-16,83,163,187,6786,19296,74101,87,30798,74337,74600,13,93,4340,17773,0,0
2017-01-16,83,163,187,6786,19296,74101,87,30798,74337,74600,13,93,4340,17773,0,0
2017-01-17,60,173,167,6357,13725,74098,71,29873,74309,74562,9,61,4218,17696,0,0
2017-01-17,60,173,167,6357,13725,74098,71,29873,74309,74562,9,61,4218,17696,0,0
2017-01-18,90,238,176,6155,17577,80478,80,28480,80735,81060,7,61,4063,17124,0,0
2017-01-18,90,238,176,6155,17577,80478,80,28480,80735,81060,7,61,4063,17124,0,0
2017-01-19,77,164,190,6617,17214,79695,84,47700,79950,80206,8,78,4345,17648,0,0
2017-01-19,77,164,190,6617,17214,79695,84,47700,79950,80206,8,78,4345,17648,0,0
2017-01-20,88,162,157,6471,21914,81048,80,28551,81273,81522,7,61,4284,17097,0,0
2017-01-20,88,162,157,6471,21914,81048,80,28551,81273,81522,7,61,4284,17097,0,0
2017-01-21,109,214,213,6337,18794,83396,91,27315,83693,84016,18,66,4077,16087,0,0
2017-01-21,109,214,213,6337,18794,83396,91,27315,83693,84016,18,66,4077,16087,0,0
2017-01-22,79,225,216,6604,16926,81109,82,31715,81387,81701,7,51,4324,17039,0,0
2017-01-22,79,225,216,6604,16926,81109,82,31715,81387,81701,7,51,4324,17039,0,0
2017-01-23,79,228,208,6984,20202,76645,71,33484,76916,77219,4,118,4493,18713,0,0
2017-01-23,79,228,208,6984,20202,76645,71,33484,76916,77219,4,118,4493,18713,0,0
2017-01-24,96,225,205,6023,15555,80109,100,29604,80391,80732,16,38,4023,16960,0,0
2017-01-24,96,225,205,6023,15555,80109,100,29604,80391,80732,16,38,4023,16960,0,0
2017-01-25,87,244,219,6932,12676,80369,102,30675,80667,81029,16,38,4451,18142,0,0
2017-01-25,87,244,219,6932,12676,80369,102,30675,80667,81029,16,38,4451,18142,0,0
2017-01-26,100,308,208,6945,17155,83466,95,29910,83756,84173,14,10,4428,18056,0,0
2017-01-26,100,308,208,6945,17155,83466,95,29910,83756,84173,14,10,4428,18056,0,0
2017-01-27,87,210,186,6860,21866,85634,78,30044,85797,86102,17,63,4442,17666,0,0
2017-01-27,87,210,186,6860,21866,85634,78,30044,85797,86102,17,63,4442,17666,0,0
2017-01-28,106,225,178,6783,21263,84384,97,28886,84643,84969,4,57,4368,16745,0,0
2017-01-28,106,225,178,6783,21263,84384,97,28886,84643,84969,4,57,4368,16745,0,0
2017-01-29,94,198,221,7136,17020,85323,108,33642,85621,85939,12,55,4561,17907,0,0
2017-01-29,94,198,221,7136,17020,85323,108,33642,85621,85939,12,55,4561,17907,0,0
2017-01-30,118,205,231,7631,17654,82079,92,37131,82391,82702,14,116,4838,19891,0,0
2017-01-30,118,205,231,7631,17654,82079,92,37131,82391,82702,14,116,4838,19891,0,0
2017-01-31,107,197,244,6393,13791,80798,91,30227,81103,81400,9,75,4187,17899,0,0
2017-01-31,107,197,244,6393,13791,80798,91,30227,81103,81400,9,75,4187,17899,0,0
2017-02-01,127,209,177,6298,24483,88592,71,29576,88868,89154,6,41,4195,17378,0,0
2017-02-01,127,209,177,6298,24483,88592,71,29576,88868,89154,6,41,4195,17378,0,0
2017-02-02,86,242,204,7354,10692,87443,91,34562,87722,88069,14,82,4630,19180,0,0
2017-02-02,86,242,204,7354,10692,87443,91,34562,87722,88069,14,82,4630,19180,0,0
2017-02-03,68,217,170,6920,27258,87611,82,30048,87844,88152,9,47,4461,18180,0,0
2017-02-03,68,217,170,6920,27258,87611,82,30048,87844,88152,9,47,4461,18180,0,0
2017-02-04,60,203,194,6687,22743,91516,79,30078,91766,92060,12,47,4382,17241,0,0
2017-02-04,60,203,194,6687,22743,91516,79,30078,91766,92060,12,47,4382,17241,0,0
2017-02-05,92,226,161,6778,22696,87101,72,33866,87343,87651,10,92,4458,17867,0,0
2017-02-05,92,226,161,6778,22696,87101,72,33866,87343,87651,10,92,4458,17867,0,0
2017-02-06,96,245,188,6755,22857,84325,56,32684,84601,84911,9,51,4392,18854,0,0
2017-02-06,96,245,188,6755,22857,84325,56,32684,84601,84911,9,51,4392,18854,0,0
2017-02-07,91,232,193,6375,25635,81515,95,30617,81770,82109,12,69,4115,17716,0,0
2017-02-07,91,232,193,6375,25635,81515,95,30617,81770,82109,12,69,4115,17716,0,0
2017-02-08,84,254,210,6530,16523,91972,121,31815,92255,92648,18,41,4249,17492,0,0
2017-02-08,84,254,210,6530,16523,91972,121,31815,92255,92648,18,41,4249,17492,0,0
2017-02-09,97,294,257,7356,24094,92967,97,49086,93294,93697,12,120,4863,19159,0,0
2017-02-09,97,294,257,7356,24094,92967,97,49086,93294,93697,12,120,4863,19159,0,0
2017-02-10,169,287,217,7362,28863,90103,91,31767,90460,90846,8,37,4786,18774,0,0
2017-02-10,169,287,217,7362,28863,90103,91,31767,90460,90846,8,37,4786,18774,0,0
2017-02-11,81,246,263,6617,31328,93870,109,28800,94192,94557,10,57,4184,16991,0,0
2017-02-11,81,246,263,6617,31328,93870,109,28800,94192,94557,10,57,4184,16991,0,0
2017-02-12,84,301,277,7127,22816,92666,132,33273,93010,93455,12,76,4585,17920,0,0
2017-02-12,84,301,277,7127,22816,92666,132,33273,93010,93455,12,76,4585,17920,0,0
2017-02-13,107,261,302,7326,20103,89229,100,34039,89629,90003,13,78,4729,19734,0,0
2017-02-13,107,261,302,7326,20103,89229,100,34039,89629,90003,13,78,4729,19734,0,0
2017-02-14,127,186,237,6664,21550,85755,104,35554,86094,86395,11,57,4282,17712,0,0
2017-02-14,127,186,237,6664,21550,85755,104,35554,86094,86395,11,57,4282,17712,0,0
2017-02-15,181,286,270,6860,23035,96271,117,30491,96710,97127,14,71,4363,17719,0,0
2017-02-15,181,286,270,6860,23035,96271,117,30491,96710,97127,14,71,4363,17719,0,0
2017-02-16,145,289,280,7557,25014,98415,111,34010,98786,99197,11,81,4995,19671,0,0
2017-02-16,145,289,280,7557,25014,98415,111,34010,98786,99197,11,81,4995,19671,0,0
2017-02-17,128,263,216,7717,30160,99172,111,34184,99498,99886,14,61,5053,20038,0,0
2017-02-17,128,263,216,7717,30160,99172,111,34184,99498,99886,14,61,5053,20038,0,0
2017-02-18,187,299,245,7366,31429,103453,103,37602,103863,104281,16,53,4806,18498,0,0
2017-02-18,187,299,245,7366,31429,103453,103,37602,103863,104281,16,53,4806,18498,0,0
2017-02-19,188,330,294,8384,26993,101749,154,35656,102203,102727,40,65,5441,20229,0,0
2017-02-19,188,330,294,8384,26993,101749,154,35656,102203,102727,40,65,5441,20229,0,0
2017-02-20,159,428,311,8526,18771,98228,167,47059,98690,99305,20,83,5515,22623,0,0
2017-02-20,159,428,311,8526,18771,98228,167,47059,98690,99305,20,83,5515,22623,0,0
2017-02-21,168,428,319,8051,23864,100493,174,37403,100951,101580,27,58,5317,20961,0,0
2017-02-21,168,428,319,8051,23864,100493,174,37403,100951,101580,27,58,5317,20961,0,0
2017-02-22,221,363,370,8174,21067,108822,163,37227,109418,109984,40,111,5251,20445,0,0
2017-02-22,221,363,370,8174,21067,108822,163,37227,109418,109984,40,111,5251,20445,0,0
2017-02-23,289,483,468,8579,18012,114232,210,37802,114940,115668,35,42,5603,21856,0,0
2017-02-23,289,483,468,8579,18012,114232,210,37802,114940,115668,35,42,5603,21856,0,0
2017-02-24,255,398,488,8654,33280,118617,232,37274,119342,120000,28,86,5598,21592,0,0
2017-02-24,255,398,488,8654,33280,118617,232,37274,119342,120000,28,86,5598,21592,0,0
2017-02-25,204,373,420,8423,38480,116188,165,38170,116806,117368,24,61,5444,20856,0,0
2017-02-25,204,373,420,8423,38480,116188,165,38170,116806,117368,24,61,5444,20856,0,0
2017-02-26,169,475,408,8482,27810,115341,185,36182,115903,116603,40,89,5428,20865,0,0
2017-02-26,169,475,408,8482,27810,115341,185,36182,115903,116603,40,89,5428,20865,0,0
2017-02-27,213,558,387,9177,25251,111415,167,44553,111961,112728,42,96,5792,24159,0,0
2017-02-27,213,558,387,9177,25251,111415,167,44553,111961,112728,42,96,5792,24159,0,0
2017-02-28,166,384,297,8171,30456,111776,174,36637,102437,103026,31,76,5120,20917,0,0
2017-02-28,166,384,297,8171,30456,111776,174,36637,102437,103026,31,76,5120,20917,0,0
2017-03-01,241,386,349,7730,37709,119761,178,37429,120256,120842,22,85,5063,21533,0,0
2017-03-01,241,386,349,7730,37709,119761,178,37429,120256,120842,22,85,5063,21533,0,0
2017-03-02,143,383,359,8985,27128,121884,152,40666,122252,122806,19,58,5810,22695,0,0
2017-03-02,143,383,359,8985,27128,121884,152,40666,122252,122806,19,58,5810,22695,0,0
2017-03-03,145,338,289,9029,40230,119659,151,53196,120068,120580,23,61,5747,22170,0,0
2017-03-03,145,338,289,9029,40230,119659,151,53196,120068,120580,23,61,5747,22170,0,0
2017-03-04,201,327,294,8260,38963,124627,141,36073,125089,125585,28,40,5311,20788,0,0
2017-03-04,201,327,294,8260,38963,124627,141,36073,125089,125585,28,40,5311,20788,0,0
2017-03-05,199,353,327,9043,35851,120805,160,48578,121301,121841,27,85,5878,21932,0,0
2017-03-05,199,353,327,9043,35851,120805,160,48578,121301,121841,27,85,5878,21932,0,0
2017-03-06,182,383,318,9155,19677,113557,129,43758,113952,114576,33,67,5877,24434,0,0
2017-03-06,182,383,318,9155,19677,113557,129,43758,113952,114576,33,67,5877,24434,0,0
2017-03-07,124,378,291,7935,20056,113940,132,37824,114333,114870,27,89,5152,21770,0,0
2017-03-07,124,378,291,7935,20056,113940,132,37824,114333,114870,27,89,5152,21770,0,0
2017-03-08,134,330,298,8570,31363,122111,140,42646,122513,123014,31,69,5416,21915,0,0
2017-03-08,134,330,298,8570,31363,122111,140,42646,122513,123014,31,69,5416,21915,0,0
2017-03-09,139,277,270,8541,34180,124744,118,38678,125091,125507,21,69,5593,22382,0,0
2017-03-09,139,277,270,8541,34180,124744,118,38678,125091,125507,21,69,5593,22382,0,0
2017-03-10,140,271,249,8769,39917,122761,98,40018,123108,123498,21,105,5599,22209,0,0
2017-03-10,140,271,249,8769,39917,122761,98,40018,123108,123498,21,105,5599,22209,0,0
2017-03-11,106,238,245,7881,38813,125346,105,37068,125679,126034,12,65,5135,20690,0,0
2017-03-11,106,238,245,7881,38813,125346,105,37068,125679,126034,12,65,5135,20690,0,0
2017-03-12,163,292,291,8039,38024,119926,108,42053,120328,120752,24,101,5303,21109,0,0
2017-03-12,163,292,291,8039,38024,119926,108,42053,120328,120752,24,101,5303,21109,0,0
2017-03-13,151,294,307,9585,14876,113265,105,50538,113679,114094,16,62,6234,26541,0,0
2017-03-13,151,294,307,9585,14876,113265,105,50538,113679,114094,16,62,6234,26541,0,0
2017-03-14,125,323,283,7802,21452,121205,136,40215,121595,122070,16,40,4921,21710,0,0
2017-03-14,125,323,283,7802,21452,121205,136,40215,121595,122070,16,40,4921,21710,0,0
2017-03-15,148,300,492,8234,27586,121934,120,38459,122546,122978,12,59,5339,22012,0,0
2017-03-15,148,300,492,8234,27586,121934,120,38459,122546,122978,12,59,5339,22012,0,0
2017-03-16,107,282,243,6924,11012,75960,105,33766,76285,76696,24,82,4317,18946,0,0
2017-03-16,107,282,243,6924,11012,75960,105,33766,76285,76696,24,82,4317,18946,0,0
2017-03-17,108,282,216,6585,46770,131793,105,28914,132088,132490,15,87,4036,16696,0,0
2017-03-17,108,282,216,6585,46770,131793,105,28914,132088,132490,15,87,4036,16696,0,0
2017-03-18,121,230,228,8088,21203,124055,86,54391,124375,124715,24,79,5183,20902,0,0
2017-03-18,121,230,228,8088,21203,124055,86,54391,124375,124715,24,79,5183,20902,0,0
2017-03-19,108,262,224,8435,30256,126417,109,41133,126716,127125,38,76,5525,21326,0,0
2017-03-19,108,262,224,8435,30256,126417,109,41133,126716,127125,38,76,5525,21326,0,0
2017-03-20,101,254,190,8932,22376,117331,110,53567,117605,118000,31,82,5525,23978,0,0
2017-03-20,101,254,190,8932,22376,117331,110,53567,117605,118000,31,82,5525,23978,0,0
2017-03-21,113,222,214,8252,30293,115569,95,36677,115876,116211,18,72,5217,21654,0,0
2017-03-21,113,222,214,8252,30293,115569,95,36677,115876,116211,18,72,5217,21654,0,0
2017-03-22,92,261,210,8087,36154,125459,90,36351,125743,126114,20,73,5188,21564,0,0
2017-03-22,92,261,210,8087,36154,125459,90,36351,125743,126114,20,73,5188,21564,0,0
2017-03-23,132,230,202,8839,21731,130734,100,38452,131037,131382,15,70,5626,22473,0,0
2017-03-23,132,230,202,8839,21731,130734,100,38452,131037,131382,15,70,5626,22473,0,0
2017-03-24,123,173,202,8904,41253,125661,84,52726,125941,126223,25,79,5684,22166,0,0
2017-03-24,123,173,202,8904,41253,125661,84,52726,125941,126223,25,79,5684,22166,0,0
2017-03-25,271,200,193,7848,24593,124341,80,35003,124779,125069,10,57,5071,19965,0,0
2017-03-25,271,200,193,7848,24593,124341,80,35003,124779,125069,10,57,5071,19965,0,0
2017-03-26,124,240,205,8244,30301,125061,98,36828,125378,125733,17,100,5326,21721,0,0
2017-03-26,124,240,205,8244,30301,125061,98,36828,125378,125733,17,100,5326,21721,0,0
2017-03-27,144,244,206,9242,22127,119530,95,42771,119850,120207,18,101,5884,24199,0,0
2017-03-27,144,244,206,9242,22127,119530,95,42771,119850,120207,18,101,5884,24199,0,0
2017-03-28,93,224,195,7650,26484,98467,81,38237,113931,211254,23,55,4927,20718,0,0
2017-03-28,93,224,195,7650,26484,98467,81,38237,113931,211254,23,55,4927,20718,0,0
2017-03-29,113,266,254,8350,31191,122128,86,42327,101134,122784,15,100,5254,21688,0,0
2017-03-29,113,266,254,8350,31191,122128,86,42327,101134,122784,15,100,5254,21688,0,0
2017-03-30,115,285,229,8345,21886,121237,102,39008,121565,121966,14,78,5339,21781,0,0
2017-03-30,115,285,229,8345,21886,121237,102,39008,121565,121966,14,78,5339,21781,0,0
2017-03-31,132,254,217,8187,41327,123458,73,37184,123769,124113,17,53,5263,21377,0,0
2017-03-31,132,254,217,8187,41327,123458,73,37184,123769,124113,17,53,5263,21377,0,0
2017-04-01,99,224,213,7416,38145,123115,93,33085,123406,123730,7,72,4693,19449,0,0
2017-04-01,99,224,213,7416,38145,123115,93,33085,123406,123730,7,72,4693,19449,0,0
2017-04-02,112,204,244,8267,35858,127356,84,40782,127688,127992,16,88,5363,21469,0,0
2017-04-02,112,204,244,8267,35858,127356,84,40782,127688,127992,16,88,5363,21469,0,0
2017-04-03,110,238,249,8770,21178,115453,87,43446,115779,116120,16,112,5698,24606,0,0
2017-04-03,110,238,249,8770,21178,115453,87,43446,115779,116120,16,112,5698,24606,0,0
2017-04-04,111,254,259,7539,16268,113644,91,42225,113927,114296,24,65,4916,21341,0,0
2017-04-04,111,254,259,7539,16268,113644,91,42225,113927,114296,24,65,4916,21341,0,0
2017-04-05,117,256,316,7754,27909,120787,76,41054,121183,121529,14,78,5019,21189,0,0
2017-04-05,117,256,316,7754,27909,120787,76,41054,121183,121529,14,78,5019,21189,0,0
2017-04-06,157,221,316,8627,28867,129048,63,41097,129480,129778,14,61,5592,22813,0,0
2017-04-06,157,221,316,8627,28867,129048,63,41097,129480,129778,14,61,5592,22813,0,0
2017-04-07,156,208,269,8313,33723,121382,59,38827,121748,122029,14,63,5152,21803,0,0
2017-04-07,156,208,269,8313,33723,121382,59,38827,121748,122029,14,63,5152,21803,0,0
2017-04-08,136,191,278,7140,22514,117184,67,34181,117544,117811,9,59,4604,19351,0,0
2017-04-08,136,191,278,7140,22514,117184,67,34181,117544,117811,9,59,4604,19351,0,0
2017-04-09,147,237,167,7551,27726,116690,72,34372,116944,117269,16,80,4786,20592,0,0
2017-04-09,147,237,167,7551,27726,116690,72,34372,116944,117269,16,80,4786,20592,0,0
2017-04-10,140,226,266,8090,21863,117265,80,40444,117616,117932,10,95,5239,23589,0,0
2017-04-10,140,226,266,8090,21863,117265,80,40444,117616,117932,10,95,5239,23589,0,0
